Student_ID,Age,Gender,City,Course_Category,Enrollment_Type,Study_Hours_Per_Week,Live_Sessions_Attended,Assignments_Completed_Percent,Mock_Test_Score,Projects_Completed,Internship_Completed,LinkedIn_Profile,Resume_Score,Final_Score,Completion_Status,Placement_Status,Placement_Package_LPA,Satisfaction_Rating
962,30,Male,Delhi,AI,Paid,6,4,48,44,2,No,No,48,59,Not Completed,Not Placed,0.0,3
963,19,Female,Chennai,Cloud Computing,Paid,26,6,80,77,1,No,Yes,55,81,Completed,Not Placed,0.0,3
964,22,Female,Chennai,Cloud Computing,Paid,21,2,79,71,1,No,No,52,72,Completed,Not Placed,0.0,3
965,28,Male,Bangalore,Cyber Security,Paid,23,9,78,79,4,No,Yes,85,81,Completed,Not Placed,0.0,3
966,23,Female,Chennai,AI,Paid,19,3,72,68,1,No,Yes,55,59,Completed,Not Placed,0.0,2
967,27,Male,Pune,Cyber Security,Free,16,9,69,68,4,Yes,Yes,86,79,Completed,Placed,3.98,1
968,21,Female,Hyderabad,AI,Free,19,8,86,83,2,No,Yes,74,73,Completed,Not Placed,0.0,3
969,26,Male,Mumbai,Cyber Security,Free,3,9,41,43,1,No,Yes,29,28,Not Completed,Placed,3.62,1
970,23,Female,Hyderabad,Cloud Computing,Paid,11,9,43,80,5,No,Yes,67,76,Not Completed,Placed,9.66,4
971,19,Male,Delhi,Cloud Computing,Free,24,13,87,91,5,Yes,Yes,93,94,Completed,Placed,12.36,5
972,34,Female,Mumbai,Data Science,Paid,14,11,100,64,0,No,Yes,59,84,Completed,Not Placed,0.0,2
973,22,Female,Chennai,Web Development,Free,19,0,74,61,4,No,Yes,72,65,Completed,Placed,7.85,3
974,23,Male,Delhi,Cyber Security,Free,16,1,59,64,1,No,No,64,69,Completed,Not Placed,0.0,5
975,29,Male,Mumbai,Data Science,Paid,13,15,51,86,5,No,Yes,89,73,Completed,Placed,11.19,5
976,27,Male,Pune,Web Development,Paid,16,4,65,61,2,No,Yes,45,60,Completed,Not Placed,0.0,4
977,23,Male,Pune,Cyber Security,Free,14,2,58,55,2,No,Yes,62,69,Completed,Placed,9.71,2
978,25,Female,Pune,AI,Free,19,1,74,63,0,No,Yes,49,66,Completed,Placed,14.19,3
979,19,Female,Pune,Web Development,Paid,16,0,67,41,2,No,No,75,55,Completed,Placed,6.67,1
980,29,Male,Chennai,Cloud Computing,Free,26,9,97,100,2,Yes,No,59,79,Completed,Placed,3.58,5
981,30,Female,Hyderabad,Data Science,Free,24,2,82,59,1,Yes,Yes,81,77,Completed,Placed,11.11,5
982,24,Male,Mumbai,Web Development,Paid,12,0,59,33,4,No,Yes,67,62,Completed,Placed,12.44,2
983,27,Male,Chennai,Web Development,Free,20,11,81,82,3,No,No,80,76,Completed,Not Placed,0.0,3
984,30,Female,Pune,Cloud Computing,Paid,4,0,36,24,2,No,No,44,44,Not Completed,Not Placed,0.0,2
985,34,Female,Hyderabad,Cyber Security,Free,8,11,26,65,2,Yes,No,42,44,Not Completed,Placed,7.71,2
986,31,Female,Delhi,AI,Free,22,0,87,68,3,No,No,61,81,Completed,Not Placed,0.0,4
987,19,Female,Delhi,Cloud Computing,Free,27,7,81,89,2,No,Yes,80,86,Completed,Placed,12.68,3
988,28,Female,Delhi,AI,Free,15,14,63,66,1,Yes,Yes,50,67,Completed,Placed,10.5,3
989,18,Female,Pune,Cyber Security,Free,15,2,71,54,1,No,Yes,54,58,Completed,Not Placed,0.0,3
990,21,Female,Delhi,Web Development,Free,23,10,99,85,3,No,Yes,100,96,Completed,Not Placed,0.0,5
991,28,Male,Bangalore,AI,Paid,14,0,65,50,5,No,Yes,95,63,Completed,Placed,4.49,3
992,25,Male,Mumbai,Data Science,Free,13,6,65,53,2,Yes,Yes,55,58,Completed,Placed,14.06,3
993,28,Male,Mumbai,Data Science,Paid,25,9,92,93,5,No,Yes,90,80,Completed,Placed,5.08,2
994,21,Male,Pune,Cloud Computing,Paid,10,2,44,40,2,Yes,Yes,56,44,Not Completed,Placed,9.87,3
995,34,Male,Bangalore,Cyber Security,Paid,2,7,52,42,4,Yes,Yes,80,54,Not Completed,Not Placed,0.0,3
996,24,Female,Chennai,Cloud Computing,Free,20,3,88,73,2,Yes,Yes,88,85,Completed,Placed,7.44,4
997,25,Male,Chennai,Cloud Computing,Paid,12,3,44,44,1,No,Yes,29,51,Not Completed,Not Placed,0.0,3
998,20,Male,Delhi,Cloud Computing,Free,24,4,74,68,0,Yes,No,56,65,Completed,Not Placed,0.0,2
999,19,Male,Hyderabad,Data Science,Free,23,5,84,80,0,No,No,62,78,Completed,Placed,7.66,3
1000,32,Male,Chennai,Data Science,Paid,24,6,100,66,0,Yes,Yes,52,90,Completed,Not Placed,0.0,5
